path,extension,size_bytes,layer,kind,status,symbols,business_rules,evidence,notes
docs/superpowers/specs/2026-08-06-contribution-intake-design.md,.md,10050,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-06-contribution-intake-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-06-honest-readme-roadmap-design.md,.md,10878,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-06-honest-readme-roadmap-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-06-open-source-governance-design.md,.md,12454,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-06-open-source-governance-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-06-typescript-toolchain-design.md,.md,14144,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-06-typescript-toolchain-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-06-yoda-observable-architecture-design.md,.md,26518,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-06-yoda-observable-architecture-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-command-routing-design.md,.md,14614,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-command-routing-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-contract-family-versioning-design.md,.md,16676,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-contract-family-versioning-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-differential-harness-design.md,.md,14304,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-differential-harness-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-go-v3-oracle-baseline-design.md,.md,10340,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-go-v3-oracle-baseline-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-parity-inventory-design.md,.md,13143,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-parity-inventory-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-project-discovery-design.md,.md,31446,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-project-discovery-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-pull-request-ci-design.md,.md,8946,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-pull-request-ci-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-runtime-boundaries-design.md,.md,9414,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-runtime-boundaries-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-runtime-distribution-design.md,.md,14206,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-runtime-distribution-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-schema-registry-design.md,.md,13740,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-schema-registry-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-07-universal-result-contract-design.md,.md,13173,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-07-universal-result-contract-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-08-schema-registry-remediation-design.md,.md,6562,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-08-schema-registry-remediation-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-09-atomic-filesystem-transactions-design.md,.md,25916,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-09-atomic-filesystem-transactions-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-10-append-only-event-store-design.md,.md,18349,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-10-append-only-event-store-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-11-concurrency-locks-recoverable-leases-design.md,.md,22354,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-11-concurrency-locks-recoverable-leases-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-12-git-service-design.md,.md,22591,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-12-git-service-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-13-dry-run-plans-and-explanation-design.md,.md,11805,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-13-dry-run-plans-and-explanation-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-13-project-initialization-design.md,.md,10386,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-13-project-initialization-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-14-initialization-command-design.md,.md,6212,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-14-initialization-command-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/superpowers/specs/2026-08-14-managed-transaction-surface-design.md,.md,6629,test,documentation,excluded-out-of-scope,,,docs/superpowers/specs/2026-08-14-managed-transaction-surface-design.md,Historical plan/specification or local task-state; current implementation and accepted documents are authoritative.
docs/user/README.md,.md,947,documentation,documentation,analyzed,Kratos user documentation,,docs/user/README.md,Current documentation reviewed against connected implementation where applicable.
docs/user/commands.md,.md,1705,documentation,documentation,analyzed,Command reference,,docs/user/commands.md,Current documentation reviewed against connected implementation where applicable.
docs/user/concepts.md,.md,1429,documentation,documentation,analyzed,Concepts and architecture;Deterministic core;Project state;Trail;Gates and evidence;Optional extensions,,docs/user/concepts.md,Current documentation reviewed against connected implementation where applicable.
docs/user/configuration-and-state.md,.md,1584,configuration,documentation,analyzed,Configuration and `.brain` state;Configuration layers;Managed layout,,docs/user/configuration-and-state.md,Current documentation reviewed against connected implementation where applicable.
docs/user/glossary-and-style.md,.md,1048,documentation,documentation,analyzed,Glossary and writing style;Glossary;Style,,docs/user/glossary-and-style.md,Current documentation reviewed against connected implementation where applicable.
docs/user/hosts.md,.md,1168,documentation,documentation,analyzed,Claude Code and Codex;Claude Code;Codex;Capability differences,,docs/user/hosts.md,Current documentation reviewed against connected implementation where applicable.
docs/user/migration-and-recovery.md,.md,1288,database,database-definition,analyzed,"Migration, upgrades, and recovery;Legacy migration;Contract upgrades;Replay and repair",,docs/user/migration-and-recovery.md,Current documentation reviewed against connected implementation where applicable.
docs/user/quickstart.md,.md,1660,documentation,documentation,analyzed,Quickstart;Requirements,,docs/user/quickstart.md,Current documentation reviewed against connected implementation where applicable.
docs/user/security-and-troubleshooting.md,.md,1802,documentation,documentation,analyzed,Security and troubleshooting;Security rules;Troubleshooting sequence,,docs/user/security-and-troubleshooting.md,Current documentation reviewed against connected implementation where applicable.
docs/user/uninstall.md,.md,893,documentation,documentation,analyzed,Uninstall and state preservation,,docs/user/uninstall.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-114-dependency-policy-evidence.md,.md,5304,documentation,documentation,analyzed,Issue 114 Code Scanning and Dependency Policy Evidence;Result;The license census this policy was written from;The attribution gap this closed;Failure campaign against the notices verifier;No token or sensitive path in what the new automation produces;What is still absent,,docs/verification/issue-114-dependency-policy-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-20-transaction-evidence.md,.md,5663,documentation,documentation,analyzed,Issue 20 Transaction Verification Evidence;Result;Toolchain and commands;Fault and termination campaign;Bundle and package evidence;Explicitly out of scope,,docs/verification/issue-20-transaction-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-21-event-store-evidence.md,.md,7493,documentation,documentation,analyzed,Issue #21 Event Store Evidence;Documentation-contract RED;Event-domain focused evidence;Preparation and commit evidence;Persisted corruption and recovery evidence;Recorded checks before this final gate;Final repository gate;Final remediation note,,docs/verification/issue-21-event-store-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-22-lock-evidence.md,.md,8028,documentation,documentation,analyzed,Issue #22 Concurrency Lock Evidence;Environment;Documentation-contract RED;Focused lock evidence;Interleaving campaign;Fault campaign;Acceptance criteria;Known boundary;Final repository gate,,docs/verification/issue-22-lock-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-22-scope-claim-migration.md,.md,1234,database,database-definition,analyzed,Issue 22 scope-claim migration evidence;Implemented layout;Verification on 2026-08-11,,docs/verification/issue-22-scope-claim-migration.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-25-init-evidence.md,.md,5052,documentation,documentation,analyzed,Issue 25 Initialization Evidence;Acceptance criteria;Required test cases;Determinism;Commands run;What is not covered;Defect found while integrating,,docs/verification/issue-25-init-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-26-objective-evidence.md,.md,4867,documentation,documentation,analyzed,Issue 26 Objective Evidence;Acceptance criteria;Scope and deliverables;Required test cases;Commands run;What is not covered;Decisions worth reviewing,,docs/verification/issue-26-objective-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-47-dry-run-evidence.md,.md,5772,documentation,documentation,analyzed,Issue #47 Dry-Run Plan Evidence;Environment;Documentation-contract RED;Focused evidence;What the tests changed about the design;Acceptance criteria;The absent flag;Final repository gate,,docs/verification/issue-47-dry-run-evidence.md,Current documentation reviewed against connected implementation where applicable.
docs/verification/issue-7-ci-evidence.md,.md,6115,documentation,documentation,analyzed,Issue 7 Pull-request CI Evidence;Result;Implementation success;Deliberate failure campaign;Fork and authority safety;Acceptance mapping,,docs/verification/issue-7-ci-evidence.md,Current documentation reviewed against connected implementation where applicable.
fixtures/README.md,.md,1457,documentation,documentation,analyzed,Fixtures,,fixtures/README.md,Current documentation reviewed against connected implementation where applicable.
fixtures/contracts/v1/adapter-message.json,.json,522,integration,configuration,analyzed,contractVersion;hostContract;messageId;messageType;host;operation;capabilities;observedIdentity;payloadContract;payload;correlationId,,fixtures/contracts/v1/adapter-message.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/approval.json,.json,622,source,configuration,analyzed,contractVersion;stateContract;approvalId;runId;gate;decision;prdDigest;specDigest;policyVersion;approver;observation;challenge;decidedAt;expiresAt,,fixtures/contracts/v1/approval.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/event.json,.json,590,source,configuration,analyzed,contractVersion;stateContract;eventId;eventType;occurredAt;operation;policyVersion;priorRevision;resultingRevision;reasonCode;effect;artifactRefs;evidenceRefs;observedIdentity;previousHash;eventHash,,fixtures/contracts/v1/event.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/evidence.json,.json,324,source,configuration,analyzed,contractVersion;stateContract;evidenceId;kind;ref;sha256;classification;redaction;recordedAt,,fixtures/contracts/v1/evidence.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/feature.json,.json,296,source,configuration,analyzed,contractVersion;stateContract;feature;objective,,fixtures/contracts/v1/feature.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/init-answers.json,.json,161,source,configuration,analyzed,contractVersion;hostContract;hosts;language;policyMode;snapshots,,fixtures/contracts/v1/init-answers.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/lock.json,.json,260,source,configuration,analyzed,contractVersion;stateContract;resource;owner;leaseId;acquiredAt;expiresAt;fencingToken;stateRevision,,fixtures/contracts/v1/lock.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/migration.json,.json,870,database,database-definition,analyzed,contractVersion;stateContract;migrationId;sourceContract;destinationContract;planDigest;authorizationRef;backupDigest;status;conversions;verificationRefs;rollbackRef;createdAt;updatedAt,,fixtures/contracts/v1/migration.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/operation-approval.json,.json,670,source,configuration,analyzed,contractVersion;hostContract;messageId;correlationId;operationId;sequence;occurredAt;kind;payload,,fixtures/contracts/v1/operation-approval.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/operation-cancellation.json,.json,446,source,configuration,analyzed,contractVersion;hostContract;messageId;correlationId;operationId;sequence;occurredAt;kind;payload,,fixtures/contracts/v1/operation-cancellation.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/operation-error.json,.json,546,source,configuration,analyzed,contractVersion;hostContract;messageId;correlationId;operationId;sequence;occurredAt;kind;payload,,fixtures/contracts/v1/operation-error.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/operation-hook.json,.json,506,source,configuration,analyzed,contractVersion;hostContract;messageId;correlationId;operationId;sequence;occurredAt;kind;payload,,fixtures/contracts/v1/operation-hook.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/operation-timeout.json,.json,464,source,configuration,analyzed,contractVersion;hostContract;messageId;correlationId;operationId;sequence;occurredAt;kind;payload,,fixtures/contracts/v1/operation-timeout.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/project-config.json,.json,280,configuration,configuration,analyzed,contractVersion;stateContract;pluginVersion;hostContract;language;policyMode;managedState,,fixtures/contracts/v1/project-config.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/snapshot.json,.json,570,source,configuration,analyzed,contractVersion;stateContract;projectId;runId;status;currentStep;eventCursor;eventHash;policyVersion;lineage;createdAt;updatedAt,,fixtures/contracts/v1/snapshot.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/transaction-manifest.json,.json,646,source,configuration,analyzed,contractVersion;stateContract;transactionId;planDigest;createdAt;operations,,fixtures/contracts/v1/transaction-manifest.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/transaction-progress.json,.json,471,source,configuration,analyzed,contractVersion;stateContract;transactionId;manifestDigest;recoveryToken;phase;publishedOperationIds;fileSync;directorySync;createdAt;updatedAt,,fixtures/contracts/v1/transaction-progress.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/contracts/v1/version-cases.json,.json,2895,source,configuration,analyzed,array[18],,fixtures/contracts/v1/version-cases.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-0-success.json,.json,458,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-0-success.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-1-validation.json,.json,586,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-1-validation.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-2-contract.json,.json,454,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-2-contract.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-3-policy.json,.json,613,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-3-policy.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-4-recovery.json,.json,613,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-4-recovery.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
fixtures/result-contract/v1/exit-5-conflict.json,.json,627,source,configuration,analyzed,contractVersion;status;exitCode;reasonCode;summary;why;evidence;stateChanged;retryable;recovery,,fixtures/result-contract/v1/exit-5-conflict.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
package-lock.json,.json,155132,source,configuration,analyzed,name;version;lockfileVersion;requires;packages,,package-lock.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
package.json,.json,2458,configuration,configuration,analyzed,name;version;private;type;packageManager;engines;workspaces;scripts;devDependencies;allowScripts,,package.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/adapters/package.json,.json,207,integration,configuration,analyzed,name;version;private;type;exports;dependencies,BR-HOST-001,packages/adapters/package.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/adapters/src/index.ts,.ts,5761,integration,source-code,analyzed,HostDescriptor;HostInvocation;HostRendering;HostAdapter;HOST_ADAPTER_METHODS;SupportedHost;HostInstallManifest;CAPABILITIES;hostInstallManifest;HostAdapterOptions;normalized;createHostAdapter;descriptor;codexAdapter;claudeCodeAdapter,BR-HOST-001,packages/adapters/src/index.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/catalogs/contract-families.v1.json,.json,6847,source,configuration,analyzed,contractVersion;pluginVersion;resultContract;reasonCatalog;stateContract;hostContract;schemas;legacyProfiles,,packages/contracts/catalogs/contract-families.v1.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/catalogs/reason-codes.v1.1.json,.json,30423,source,configuration,analyzed,contractVersion;reasons,,packages/contracts/catalogs/reason-codes.v1.1.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/catalogs/reason-codes.v1.2.json,.json,30795,source,configuration,analyzed,contractVersion;reasons,,packages/contracts/catalogs/reason-codes.v1.2.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/catalogs/reason-codes.v1.3.json,.json,31093,source,configuration,analyzed,contractVersion;reasons,,packages/contracts/catalogs/reason-codes.v1.3.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/catalogs/reason-codes.v1.json,.json,28156,source,configuration,analyzed,contractVersion;reasons,,packages/contracts/catalogs/reason-codes.v1.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/package.json,.json,138,configuration,configuration,analyzed,name;version;private;type;exports,,packages/contracts/package.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/src/compatibility.ts,.ts,4751,source,source-code,analyzed,CONTRACT_IDENTITIES;ContractFamily;CompatibilityClass;ContractReasonCode;ContractClassification;ContractFailureResult;exactSemver;familyWhy;reasonCode;rejected;isCurrent;classifyContractVersion;contractFailureResult;reason,,packages/contracts/src/compatibility.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/src/generated/contracts.ts,.ts,14025,source,source-code,excluded-generated,AdapterMessageV1;Id;Semver;PayloadContract;Reference;Sha256;KratosUniversalResultV1;RequestMessage;ObservedIdentity;RequestPayload;ResponseMessage;Evidence;HostOperationMessageV1;Envelope;ArtifactReference;MutationReport,,scripts/generate-contract-types.mjs;scripts/check-contracts.mjs,Generated declaration artifact; inspected for drift but excluded from authored-source coverage.
packages/contracts/src/index.ts,.ts,687,source,source-code,analyzed,,,packages/contracts/src/index.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/src/reasons.ts,.ts,918,source,source-code,analyzed,ReasonPolicy;REASON_CATALOG;byCode;reasonPolicy,,packages/contracts/src/reasons.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/contracts/src/version.ts,.ts,51,source,source-code,analyzed,KRATOS_VERSION,,packages/contracts/src/version.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/package.json,.json,186,configuration,configuration,analyzed,name;version;private;type;exports;dependencies,BR-COMPAT-001,packages/differential/package.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/capture.ts,.ts,9088,source,source-code,analyzed,executeFile;maximumManifestEntries;maximumFileBytes;CaptureSelector;CaptureBaseline;digest;inside;path;canonicalize;manifest;entries;visit;children;absolute;stats;content,BR-COMPAT-001,packages/differential/src/capture.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/compare.ts,.ts,6518,source,source-code,analyzed,isRecord;escapePointer;isDisclosablePath;safeSummary;canonical;body;artifactDigest;serialized;isOpaqueArtifact;mismatchKind;collect;oracle;candidate;length;keys;compareGolden,BR-COMPAT-001,packages/differential/src/compare.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/index.ts,.ts,792,source,source-code,analyzed,,BR-COMPAT-001,packages/differential/src/index.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/materialize.ts,.ts,3418,source,source-code,analyzed,maximumWorkspaceBytes;inside;path;safePath;verifyParent;parent;materializeWorkspace;resolvedRoot;aggregateBytes;foldedPaths;folded;project;resolvedProject;directories;files;links,BR-COMPAT-001,packages/differential/src/materialize.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/normalize.ts,.ts,7226,source,source-code,analyzed,decodePointer;isRecord;decisionFields;isProtected;structured;rest;segments;locateParent;key;current;index;readValue;writeValue;identity;candidate;resynchronizeStream,BR-COMPAT-001,packages/differential/src/normalize.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/runner.ts,.ts,8664,source,source-code,analyzed,RunSideOptions;SideRun;ProcessRun;digest;verifyExecutable;resolved;stats;safeEnvironment;inherited;environment;value;terminate;capturedStream;execute;started;child,BR-COMPAT-001,packages/differential/src/runner.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/scenario.ts,.ts,3326,source,source-code,analyzed,defaultSchemaPath;defaultObservationSchemaPath;defaultMatrixPath;unsafePath;MatrixDocument;publicScenarioId;validateSafeRelativePath;hasControlCharacter;code;loadScenario;candidate;scenarioId;ajv;validate;keyword;scenario,BR-COMPAT-001,packages/differential/src/scenario.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/differential/src/types.ts,.ts,3454,source,source-code,analyzed,WorkspaceEntry;NormalizationRule;CapturedStream;ProcessObservation;ManifestEntry;Mutation;StructuredObservation;GitObservation;DifferentialObservation;GoldenAssertions;DifferentialScenario;Mismatch;DifferentialReport,BR-COMPAT-001,packages/differential/src/types.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/package.json,.json,2164,configuration,configuration,analyzed,name;version;private;type;exports;dependencies,,packages/runtime/package.json,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/cli.ts,.ts,396,source,source-code,analyzed,runCli,,packages/runtime/src/cli.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/cli.ts,.ts,6809,source,source-code,analyzed,CommandRegistry;Result;SchemaRegistry;MutationPreview;write;publish;rendered;validatePlan;prepareAdapterPayload;prepared;runCommandLine;json;parsed;invocation;applyPorts;observed,,packages/runtime/src/composition/cli.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/discovery.ts,.ts,2792,source,source-code,analyzed,ConfigurationValidator;DiscoveryRequest;ProjectResolution;WorkspaceObservation;validateProductionConfiguration;DiscoveryPorts;createDiscoveryPorts;observeWorkspace;processWorkingDirectory;canonicalWorkingDirectory;canonicalExplicitRoot;principalAncestors;discoverProject,,packages/runtime/src/composition/discovery.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/events.ts,.ts,17277,source,source-code,analyzed,EventDraftV1;EventReducerRegistry;EventServices;JsonState;SchemaRegistry;runIdPattern;featurePattern;encoder;DependencyFailure;IntegrityFailure;RevisionConflict;DependencyTracker;value;EventStorePaths;EventAppendServices;PreparedEventWrite,,packages/runtime/src/composition/events.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/git.ts,.ts,3930,source,source-code,analyzed,GitCommandRecord;GitObservation;GitObservationFailureKind;GitRunner;REV_PARSE;STATUS;failure;composeGit;evidence;refs;facts;status;parsed;markers,,packages/runtime/src/composition/git.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/host.ts,.ts,1931,source,source-code,analyzed,observeHostOperation;root;anchored;input;document;contractFailure;prepared;observation;parse;failure,,packages/runtime/src/composition/host.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/index.ts,.ts,28015,source,source-code,analyzed,EventReducerRegistry;JsonState;ManagedMutationPlan;ManagedOperation;PathFingerprint;PreparedEventAppend;TransactionReceipt;TransactionServices;TransactionSummary;AcquireClaimRequest;AcquireClaimOutcome;ClaimInspection;ClaimConflict;LeaseGuardBinding;LockClaimRecord;LockServices,,packages/runtime/src/composition/index.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/init.ts,.ts,4625,source,source-code,analyzed,ManagedFileObservation;ResolvedInitAnswers;Result;Observed;observeInitialization;root;anchored;answersPath;piped;document;answers;rootEntries;observeDestinations;paths;observed;observeDestination,,packages/runtime/src/composition/init.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/locks.ts,.ts,133973,source,source-code,analyzed,AcquireLeaseRequest;LeaseOutcome;ReleaseLeaseRequest;RenewLeaseRequest;TakeoverLeaseRequest;LeaseObservation;LeaseGuard;LeaseResource;SchemaRegistry;EventStorePrecondition;TransactionServices;TransactionSummary;locksRoot;admissionRoot;admissionClaim;admissionMarker,,packages/runtime/src/composition/locks.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/migration.ts,.ts,8388,database,database-definition,analyzed,MigrationEntry;ObservedMigration;observeMigration;requested;target;destination;sourceRoot;canonicalSource;source;plan;migrationEntry;sensitive;observeRollback;migrationId;root;receipt,,packages/runtime/src/composition/migration.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/objective.ts,.ts,3685,source,source-code,analyzed,ObjectiveObservation;ObservedObjective;observeObjective;root;anchored;feature;objective;readActiveFeature;entry;name;readFeatureState;path;parsed;validated;readHistory,,packages/runtime/src/composition/objective.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/preview-result.ts,.ts,2620,source,source-code,analyzed,EvidenceRef;Result;previewResult;describeCount;previewEvidence,,packages/runtime/src/composition/preview-result.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
packages/runtime/src/composition/read-only.ts,.ts,4241,source,source-code,analyzed,ReadOnlyViolation;refuse;refuseAsync;readOnlyDurableFileSystem;readOnlyFileSystem;readOnlyLocks;readOnlyIds;readOnlyPorts,,packages/runtime/src/composition/read-only.ts,"Analyzed for architectural responsibility, dependencies, inputs, outputs, and effects."
